name,author,content,tag
寄丘儒,贾岛,地近轻数见，地远重一面。一面如何重，重甚珍宝片。自经失欢笑，几度腾霜霰。此心镇悬悬，天象固回转。长安秋风高，子在东甸县。仪形信寂蔑，风雨岂乖间。凭人报消息，何易凭笔砚。俱不尽我心，终须对君宴。,
寄孟协律,贾岛,我有吊古泣，不泣向路岐。挥泪洒暮天，滴著桂树枝。别后冬节至，离心北风吹。坐孤雪扉夕，泉落石桥时。不惊猛虎啸，难辱君子词。欲酬空觉老，无以堪远持。岧峣倚角窗，王屋悬清思。,
投孟郊,贾岛,月中有孤芳，天下聆薰风。江南有高唱，海北初来通。容飘清冷余，自蕴襟抱中。止息乃流溢，推寻却冥濛。我知雪山子，谒彼偈句空。必竟获所实，尔焉遂深衷。录之孤灯前，犹恨百首终。一吟动狂机，万疾辞顽躬。生平面未交，永夕梦辄同。叙诘谁君师，讵言无吾宗。余求履其迹，君曰可但攻。啜波肠易饱，揖险神难从。前岁曾入洛，差池阻从龙。萍家复从赵，云思长萦萦。嵩海每可诣，长途追再穷。原倾肺肠事，尽入焦梧桐。,
戏赠友人,贾岛,一日不作诗，心源如废井。笔砚为辘轳，吟咏作縻绠。朝来重汲引，依旧得清冷。书赠同怀人，词中多苦辛。,
老将,贾岛,胆壮乱须白，金疮蠹百骸。旌旗犹入梦，歌舞不开怀。燕雀来鹰架，尘埃满箭靫。自夸勋业重，开府是官阶。,
赠友人,贾岛,五字诗成卷，清新韵具偕。不同狂客醉，自伴律僧斋。春别和花树，秋辞带月淮。却归登第日，名近榜头排。,
斋中,贾岛,眈静非谬为，本性实疏索。斋中一就枕，不觉白日落。低扉碍轩辔，寡德谢接诺。丛菊在墙阴，秋穷未开萼。所餐类病马，动影似移岳。欲驻迫逃衰，岂殊辞绠缚。已见饱时雨，应丰蔬与药。,
游仙,贾岛,借得孤鹤骑，高近金乌飞。掬河洗老貌，照月生光辉。天中鹤路直，天尽鹤一息。归来不骑鹤，身自有羽翼。若人无仙骨，芝朮徒烦食。,
酬栖上人,贾岛,夜久城馆闲，情幽出在山。新月有微辉，朗朗空庭间。处世虽识机，伊余多掩关。松姿度腊见，篱药知春还。静览冰雪词，厚为酬赠颜。东林有踯躅，脱屣期共攀。,
冬月长安雨中见终南雪,贾岛,秋节新已尽，雨疏露山雪。西峰稍觉明，残滴犹未绝。气侵瀑布水，冻著白云穴。今朝灞浐雁，何夕潇湘月。想彼石房人，对雪扉不闭。,
明月山怀独孤崇鱼琢,贾岛,明月长在目，明月长在心。在心复在目，何得稀去寻。试望明月人，孟夏树蔽岑。想彼叹此怀，乐喧忘幽林。乡本北岳外，悔恨东夷深。愿缩地脉还，岂待天恩临。非不渴隐秀，却嫌他事侵。或云岳楼钟，来绕草堂吟。当从令尹后，再往步柏林。,
投张太祝,贾岛,风骨高更老，向春初阳葩。泠泠月下韵，一一落海涯。有子不敢和，一听千叹嗟。身卧东北泥，魂挂西南霞。手把一枝栗，往轻觉程赊。水天朔方色，暖日嵩根花。达闲幽栖山，遣寻种药家。欲买双琼瑶，惭无一木瓜。,
重酬姚少府,贾岛,隙月斜枕旁，讽咏夏贻什。如今何时节，虫虺亦已蛰。答迟礼涉傲，抱疾思加涩。仆本胡为者，衔肩贡客集。茫然九州内，譬如一锥立。欺暗少此怀，自明曾沥泣。量无趫勇士，诚欲戈矛戢。原阁期跻攀，潭舫偶俱入。深斋竹木合，毕夕风雨急。俸利沐均分，价称烦嘘噏。百篇见删罢，一命嗟未及。沧浪愚将还，知音激所习。,
送张校书季霞,贾岛,从京去容州，马在船上多。容州几千里，直傍青天涯。掌记试校书，未称高词华。义往不可屈，出家如入家。城市七月初，热与夏未差。饯君到野地，秋凉满山坡。南境异北候，风起无尘沙。秦吟宿楚泽，海酒落桂花。暂醉即还醒，彼土生桂茶。,
寄贺兰朋吉,贾岛,往往东林下，花香似火焚。故园从小别，夜雨近秋闻。野菜连寒水，枯株簇古坟。泛舟同远客，寻寺入幽云。斜日扉多掩，荒田径细分。相思蝉几处，偶坐蝶成群。会宿曾论道，登高省议文。苦吟遥可想，边叶向纷纷。,
客思,贾岛,促织声尖尖似针，更深刺著旅人心。独言独语月明里，惊觉眠童与宿禽。,
春行,贾岛,去去行人远，尘随马不穷。旅情斜日后，春色早烟中。流水穿空馆，闲花发故宫。旧乡千里思，池上绿杨风。,
题郑常侍厅前竹,贾岛,绿竹临诗酒，婵娟思不穷。乱枝低积雪，繁叶亚寒风。萧飒疑泉过，萦回有径通。侵庭根出土，隔壁笋成丛。疏影纱窗外，清音宝瑟中。卷帘终日看，欹枕几秋同。万顷歌王子，千竿伴阮公。露光怜片片，雨润爱濛濛。嶰谷蛮湖北，湘川灀水东。何如轩槛侧，苍翠袅长空。,
送李傅侍郎剑南行营,贾岛,走马从边事，新恩受外台。勇看双节出，期破八蛮回。许国家无恋，盘江栈不摧。移军刁斗逐，报捷剑门开。角咽猕猴叫，鼙干霹雳来。去年新甸邑，犹滞佐时才。,
别徐明府,贾岛,抱琴非本意，生事偶相萦。口尚袁安节，身无子贱名。地寒春雪盛，山浅夕风轻。百战余荒野，千夫渐耦耕。一杯宜独夜，孤客恋交情。明日疲骖去，萧条过古城。,
送雍陶及第归成都宁亲,贾岛,不唯诗著籍，兼又赋知名。议论于题称，春秋对问精。半应阴骘与，全赖有司平。归去峰峦众，别来松桂生。涨江流水品，当道白云坑。勿以攻文捷，而将学剑轻。制衣新濯锦，开酝旧烧罂。同日升科士，谁同膝下荣。,
不欺,贾岛,上不欺星辰，下不欺鬼神。知心两如此，然后何所陈。食鱼味在鲜，食蓼味在辛。掘井须到流，结交须到头。此语诚不谬，敌君三万秋。,
携新文诣张籍韩愈途中成,贾岛,袖有新成诗，欲见张韩老。青竹未生翼，一步万里道。仰望青冥天，云雪压我脑。失却终南山，惆怅满怀抱。安得西北风，身愿变蓬草。地只闻此语，突出惊我倒。,
送陕府王建司马,贾岛,司马虽然听晓钟，尚犹高枕恣疏慵。请诗僧过三门水，卖药人归五老峰。移舫绿阴深处息，登楼凉夜此时逢。杜陵惆怅临相饯，未寝月前多屐踪。,
送陈商,贾岛,古道长荆棘，新岐路交横。君于荒榛中，寻得古辙行。足踏圣人路，貌端禅士形。我曾接夜谈，似听讲一经。联翩曾数举，昨登高第名。釜底绝烟火，晓行皇帝京。上客远府游，主人须目明。青云别青山，何日复可升。,
刘景阳东斋,贾岛,松阴连竹影，中有芜苔井。清风此地多，白日空自永。景阳公干孙，诗句得真景。劝我不须归，月出东斋静。,
游子,贾岛,游子喜乡远，非吾忆归庐。谁知奔他山，自欲早旋车。朝赏暮已足，图归愿无余。当期附鹏翼，未偶方踌躇。,
上邠宁刑司徒,贾岛,箭头破帖浑无敌，杖底敲球远有声。马走千蹄朝万乘，地分三郡拥双旌。春风欲尽山花发，晓角初吹客梦惊。不是邢公来镇此，长安西北未能行。,
黄鹄下太液池,贾岛,高飞空外鹄，下向禁中池。岸印行踪浅，波摇立影危。来从千里岛，舞拂万年枝。踉跄孤风起，裴回水沫移。幽音清露滴，野性白云随。太液无弹射，灵禽翅不垂。,
代旧将,贾岛,旧事说如梦，谁当信老夫。战场几处在，部曲一人无。落日收病马，晴天晒阵图。犹希圣朝用，自镊白髭须。,
莲峰歌,贾岛,锦砾潺湲玉溪水，晓来微雨藤花紫。冉冉山鸡红尾长，一声樵斧惊飞起。松剌梳空石差齿，烟香风软人参蕊。阳崖一梦伴云根，仙菌灵芝梦魂里。,
早春题友人湖上新居二首,贾岛,近得云中路，门长侵早开。到时犹有雪，行处已无苔。劝酒客初醉，留茶僧未来。每逢晴暖日，惟见乞花栽。门不当官道，行人到亦稀。故从餐后出，多是夜深归。开箧收诗卷，扫床移卧衣。几时同买宅，相送有柴扉。,
送令狐绹相公,贾岛,梁园趋戟节，海草几枯春。风水难遭便，差池未振鳞。姓名犹语及，门馆阻何因。苦拟修文卷，重擎献匠人。吟看青岛处，朝退赤墀晨。根爱杉栽活，枝怜雪霰新。缀篇嗟调逸，不和揣才贫。早晚还霖雨，滂沱洗月轮。揠苗方灭裂，成器待陶钧。困坂思回顾，迷邦辄问津。数行望外札，绝句握中珍。是日荣游汴，当时怯往陈。鸿舂乖汉爵，桢病卧漳滨。岳整五千仞，云惟一片身。故山离未死，秋水宿经旬。下第能无恧，高科恐有神。罢耕田料废，省钓岸应榛。慷慨知音在，谁能泪堕巾。,
皇甫主簿期游山不及赴,贾岛,休官匹马在，新意入山中。更住应难遂，前期恨不同。集蝉苔树僻，留客雨堂空。深夜谁相访，惟当清净翁。,
宿成湘林下,贾岛,相访夕阳时，千株木未衰。石泉流出谷，山雨滴栖鸱。漏向灯听数，酒因客寝迟。今宵不尽兴，更有月明期。,
送褚山人归日本,贾岛,悬帆待秋水，去入杳冥间。东海几年别，中华此日还。岸遥生白发，波尽露青山。隔水相思在，无书也是闲。,
雨夜寄马戴,贾岛,芳林杏花树，花落子西东。今夕曲江雨，寒催朔北风。乡书沧海绝，隐路翠微通。寂寂相思际，孤釭残漏中。,
寄刘侍御,贾岛,衣多苔藓痕，犹拟更趋门。自夏虽无病，经秋不过原。积泉留岱鸟，叠岫隔巴猿。琴月西斋集，如今岂复言。,
题竹谷上人院,贾岛,禅庭高鸟道，回望极川原。樵径连峰顶，石泉通竹根。木深犹积雪，山浅未闻猿。欲别尘中苦，愿师贻一言。,
寄江上人,贾岛,紫阁旧房在，新家中岳东。烟波千里隔，消息一朝通。寒日汀洲路，秋晴岛屿风。分明杜陵叶，别后两经红。,
北岳庙,贾岛,天地有五岳，恒岳居其北。岩峦叠万重，诡怪浩难测。人来不敢入，祠宇白日黑。有时起霖雨，一洒天地德。神兮安在哉，永康我王国。,
玩月,贾岛,寒月破东北，贾生立西南。西南立倚何，立倚青青杉。近月有数星，星名未详谙。但爱杉倚月，我倚杉为三。月乃不上杉，上杉难相参。眙愕子细视，睛瞳桂枝劖。目常有热疾，久视无烦炎。以手扪衣裳，零露已濡沾。久立双足冻，时向股髀淹。立久病足折，兀然黐胶粘。他人应已睡，转喜此景恬。此景亦胡及，而我苦淫耽。无异市井人，见金不知廉。不知此夜中，几人同无厌。待得上顶看，未拟归枕函。强步望寝斋，步步情不堪。步到竹丛西，东望如隔帘。却坐竹丛外，清思刮幽潜。量知爱月人，身愿化为蟾。,
灵准上人院,贾岛,掩扉当太白，腊数等松椿。禁漏来遥夜，山泉落近邻。经声终卷晓，草色几芽春。海内知名士，交游准上人。,
王侍御南原庄,贾岛,买得足云地，新栽药数窠。峰头盘一径，原下注双河。春寺闲眠久，晴台独上多。南斋宿雨后，仍许重来麽。,
赠智朗禅师,贾岛,上人分明见，玉兔潭底没。上人光惨貌，古来恨峭发。涕辞孔颜庙，笑访禅寂室。步随青山影，坐学白塔骨。解听无弄琴，不礼有身佛。欲问师何之，忽与我相别。率赋赠远言，言惭非子曰。,
观冬设上东川杨尚书,贾岛,匏革奏冬非独乐，军城未晓启重门。何时却入三台贵，此日空知八座尊。罗绮舞中收雨点，貔貅阃外卷云根。逐迁属吏随宾列，拨棹扁舟不忘恩。,
渡桑乾,贾岛,客舍并州已十霜，归心日夜忆咸阳。无端更渡桑干水，却望并州是故乡。,
上谷旅夜,贾岛,世难那堪恨旅游，龙钟更是对穷秋。故园千里数行泪，邻杵一声终夜愁。月到寒窗空皓晶，风翻落叶更飕飗。此心不向常人说，倚识平津万户侯。,
寄无得头陀,贾岛,夏腊今应三十余，不离树下冢间居。貌堪良匠抽毫写，行称高僧续传书。落涧水声来远远，当空月色自如如。白衣只在青门里，心每相亲迹且疏。,
答王参,贾岛,寸晷不相待，四时互如竞。客思先觉秋，虫声苦知暝。霜松积旧翠，露月团如镜。诗负属景同，琴孤坐堂听。相期黄菊节，别约红桃径。每把式微篇，临风一长咏。,
山中道士,贾岛,头发梳千下，休粮带瘦容。养雏成大鹤，种子作高松。白石通宵煮，寒泉尽日舂。不曾离隐处，那得世人逢。,
忆吴处士,贾岛,半夜长安雨，灯前越客吟。孤舟行一月，万水与千岑。岛屿夏云起，汀洲芳草深。何当折松叶，拂石剡溪阴。,
哭孟郊,贾岛,身死声名在，多应万古传。寡妻无子息，破宅带林泉。冢近登山道，诗随过海船。故人相吊后，斜日下寒天。,
送崔约秀才,贾岛,归宁仿佛三千里，月向船窗见几宵。野鼠独偷高树果，前山渐见短禾苗。更深栅锁淮波疾，苇动风生雨气遥。重入石头城下寺，南朝杉老未干燋。,
贺庞少尹除太常少卿,贾岛,太白山前终日见，十旬假满拟秋寻。中峰绝顶非无路，北阙除书阻入林。朝谒此时闲野屐，宿斋何处止鸣砧。省中石镫陪随步，唯赏烟霞不厌深。,
上杜驸马,贾岛,玉山突兀压乾坤，出得朱门入戟门。妻是九重天子女，身为一品令公孙。鸳鸯殿里参皇后，龙凤堂前贺至尊。今日澧阳非久驻，伫为霖雨拜新恩。,
送南康姚明府,贾岛,铜章美少年，小邑在南天。版籍多迁客，封疆接洞田。静江鸣野鼓，发缆带村烟。却笑陶元亮，何须忆醉眠。,
送慈恩寺霄韵法师谒太原李司空,贾岛,何故谒司空，云山知几重。碛遥来雁尽，雪急去僧逢。清磬先寒角，禅灯彻晓烽。旧房闲片石，倚著最高松。,
晚晴见终南诸峰,贾岛,秦分积多峰，连巴势不穷。半旬藏雨里，此日到窗中。圆魄将升兔，高空欲叫鸿。故山思不见，碣石泬寥东。,
喜姚郎中自杭州回,贾岛,路多枫树林，累日泊清阴。来去泛流水，翛然适此心。一披江上作，三起月中吟。东省期司谏，云门悔不寻。,
题长江,贾岛,言心俱好静，廨署落晖空。归吏封宵钥，行蛇入古桐。长江频雨后，明月众星中。若任迁人去，西溪与剡通。,
送徐员外赴河中,贾岛,原野正萧瑟，中间分散情。吏从甘扈罢，诏许朔方行。边日沉残角，河关截夜城。云居闲独往，长老出房迎。,
寄沧州李尚书,贾岛,沧溟深绝阔，西岸郭东门。戈者罗夷鸟，桴人思峤猿。威棱高腊冽，煦育极春温。陂淀封疆内，蒹葭壁垒根。摇鞞边地脉，愁箭虎狼魂。水县卖纱市，盐田煮海村。枝条分御叶，家世食唐恩。武可纵横讲，功从战伐论。天涯生月片，屿顶涌泉源。非是泥池物，方因雷雨尊。沉谋藏未露，邻境帖无喧。青冢骄回鹘，萧关陷叶蕃。何时霖岁旱，早晚雪邦冤。迢递瞻旌纛，浮阳寄咏言。,
送蔡京,贾岛,跃蹄归鲁日，带漏别秦星。易折芳条桂，难穷邃义经。登封多泰岳，巡狩遍沧溟。家在何林下，梁山翠满庭。,
送黄知新归安南,贾岛,池亭沉饮遍，非独曲江花。地远路穿海，春归冬到家。火山难下雪，瘴土不生茶。知决移来计，相逢期尚赊。,
赠胡禅归,贾岛,自是根机钝，非关夏腊深。秋来江上寺，夜坐岭南心。井凿山含月，风吹磬出林。祖师携只履，去路杳难寻。,
落第东归逢僧伯阳,贾岛,相逢须语笑，人世别离频。晓至长侵月，思乡动隔春。见僧心暂静，从俗事多迍。宇宙诗名小，山河客路新。翠桐犹入爨，清镜未辞尘。逸足思奔骥，随群且退鳞。宴乖红杏寺，愁在绿杨津。老病难为乐，开眉赖故人。,
寄韩湘,贾岛,过岭行多少，潮州涨满川。花开南去后，水冻北归前。望鹭吟登阁，听猿泪滴船。相思堪面话，不著尺书传。,
宿孤馆,贾岛,落日投村戍，愁生为客途。寒山晴后绿，秋月夜来孤。橘树千株在，渔家一半无。自知风水静，舟系岸边芦。,
哭宗密禅师,贾岛,鸟道雪岑巅，师亡谁去禅。几尘增灭后，树色改生前。层塔当松吹，残踪傍野泉。唯嗟听经虎，时到坏庵边。,
京北原作,贾岛,登原见城阙，策蹇思炎天。日午路中客，槐花风处蝉。远山秦木上，清渭汉陵前。何事居人世，皆从名利牵。,
哭卢仝,贾岛,贤人无官死，不亲者亦悲。空令古鬼哭，更得新邻比。平生四十年，惟著白布衣。天子未辟召，地府谁来追。长安有交友，托孤遽弃移。冢侧志石短，文字行参差。无钱买松栽，自生蒿草枝。在日赠我文，泪流把读时。从兹加敬重，深藏恐失遗。,
蒋亭和蔡湘州,贾岛,蒋宅为亭榭，蔡城东郭门。潭连秦相井，松老汉朝根。已积苍苔遍，何曾旧径存。高斋无事后，时复一携尊。,
宿姚合宅寄张司业籍,贾岛,闲宵因集会，柱史话先生。身爱无一事，心期往四明。松枝影摇动，石磬响寒清。谁伴南斋宿，月高霜满城。,
义雀行和朱评事,贾岛,玄鸟雄雌俱，春雷惊蛰馀。口衔黄河泥，空即翔天隅。一夕皆莫归，哓哓遗众雏。双雀抱仁义，哺食劳劬劬。雏既逦迤飞，云间声相呼。燕雀虽微类，感愧诚不殊。禽贤难自彰，幸得主人书。,
送玄岩上人归西蜀,贾岛,玉垒山中寺，幽深胜概多。药成彭祖捣，顶受七轮摩。去腊催今夏，流光等逝波。会当依粪扫，五岳遍头陀。,
送朱休归剑南,贾岛,剑南归受贺，太学赋声雄。山路长江岸，朝阳十月中。芽新抽雪茗，枝重集猿枫。卓氏琴台废，深芜想径通。,
送皇甫侍御,贾岛,晓钟催早期，自是赴嘉招。舟泊湘江阔，田收楚泽遥。雁惊起衰草，猿渴下寒条。来使黔南日，时应问寂寥。,
原居即事言怀赠孙员外,贾岛,出入土门偏，秋深石色泉。径通原上草，地接水中莲。采菌依余枿，拾薪逢刈田。镊撏白发断，兵阻尺书传。避路来华省，抄诗上彩笺。高斋久不到，犹喜未经年。,
送胡道士,贾岛,短褐身披满渍苔，灵溪深处观门开。却从城里移琴去，许到山中寄药来。临水古坛秋醮罢，宿杉幽鸟夜飞回。丹梯愿逐真人上，日夕归心白发催。,
哭柏岩和尚,贾岛,苔覆石床新，师曾占几春。写留行道影，焚却坐禅身。塔院关松雪，经房锁隙尘。自嫌双泪下，不是解空人。,
送邹明府游灵武,贾岛,曾宰西畿县，三年马不肥。债多平剑与，官满载书归。边雪藏行径，林风透卧衣。灵州听晓角，客馆未开扉。,
赠丘先生,贾岛,常言吃药全胜饭，华岳松边采茯神。不遣髭须一茎白，拟为白日上升人。,
早秋寄题天竺灵隐寺,贾岛,峰前峰后寺新秋，绝顶高窗见沃洲。人在定中闻蟋蟀，鹤从栖处挂猕猴。山钟夜渡空江水，汀月寒生古石楼。心忆悬帆身未遂，谢公此地昔年游。,
送无可上人,贾岛,圭峰霁色新，送此草堂人。麈尾同离寺，蛩鸣暂别亲。独行潭底影，数息树边身。终有烟霞约，天台作近邻。,
送罗少府归牛渚,贾岛,作尉长安始三日，忽思牛渚梦天台。楚山远色独归去，灞水空流相送回。霜覆鹤身松子落，月分萤影石房开。白云多处应频到，寒涧泠泠漱古苔。,
赠温观主,贾岛,一别罗浮竟未还，观深廊古院多关。君来几日行虚洞，仙去空坛在远山。胎息存思当黑处，井华悬绠取朝间。弊庐道室虽邻近，自乐冬阳炙背闲。,
病鹘吟,贾岛,俊鸟还投高处栖，腾身戛戛下云梯。有时透雾凌空去，无事随风入草迷。迅疾月边捎玉兔，迟回日里拂金鸡。不缘毛羽遭零落，焉肯雄心向尔低。,
秋暮,贾岛,北门杨柳叶，不觉已缤纷。值鹤因临水，迎僧忽背云。白须相并出，清泪两行分。默默空朝夕，苦吟谁喜闻。,
送人南归,贾岛,分手向天涯，迢迢泛海波。虽然南地远，见说北人多。山暖花常发，秋深雁不过。炎方饶胜事，此去莫蹉跎。,
送惠雅法师归玉泉,贾岛,只到潇湘水，洞庭湖未游。饮泉看月别，下峡听猿愁。讲不停雷雨，吟当近海流。降霜归楚夕，星冷玉泉秋。,
题张博士新居,贾岛,青枫何不种，林在洞庭村。应为三湘远，难移万里根。斗牛初过伏，菡萏欲香门。旧即湖山隐，新庐葺此原。,
石门陂留辞从叔谟,贾岛,幽鸟飞不远，此行千里间。寒冲陂水雾，醉下菊花山。有耻长为客，无成又入关。何时临涧柳，吾党共来攀。,
怀博陵故人,贾岛,孤城易水头，不忘旧交游。雪压围棋石，风吹饮酒楼。路遥千万里，人别十三秋。吟苦相思处，天寒水急流。,
孟融逸人,贾岛,孟君临水居，不食水中鱼。衣褐唯粗帛，筐箱只素书。树林幽鸟恋，世界此心疏。拟棹孤舟去，何峰又结庐。,
永福湖和杨郑州,贾岛,积水还平岸，春来引郑溪。旧渠通郭下，新堰绝湖西。嵩少分明对，潇湘阔狭齐。客游随庶子，孤屿草萋萋。,
送郑少府,贾岛,江岸一相见，空令惜此分。夕阳行带月，酌水少留君。野地初烧草，荒山过雪云。明年还调集，蝉可在家闻。,
送姚杭州,贾岛,白云峰下城，日夕白云生。人老江波钓，田侵海树耕。吴山钟入越，莲叶吹摇旌。诗异石门思，涛来向越迎。,
夜集田卿宅,贾岛,朗咏高斋下，如将古调弹。翻鸿向桂水，来雪渡桑干。滴滴玉漏曙，翛翛竹籁残。曩年曾宿此，亦值五陵寒。,
送宣皎上人游太白,贾岛,剃发鬓无雪，去年三十三。山过春草寺，磬度落花潭。得句才邻约，论宗意在南。峰灵疑懒下，苍翠太虚参。,
赠李金州,贾岛,绮里祠前后，山程践白云。溯流随大旆，登岸见全军。晓角吹人梦，秋风卷雁群。雾开方露日，汉水底沙分。,
寄李輈侍郎,贾岛,终过盟津书，分明梦不虚。人从清渭别，地隔太行余。宾幕谁嫌静，公门但晏如。櫑鞞干霹雳，斜汉湿蟾蜍。追琢垂今后，敦庞得古初。井台怜操筑，漳岸想丕疏。亦翼铿珉珮，终当直石渠。此身多抱疾，幽里近营居。忆漱苏门涧，经浮楚泽潴。松栽侵古影，荤断尚芹菹。语嘿曾延接，心源离滓淤。谁言姓琴氏，独跨角生鱼。,
慈恩寺上座院,贾岛,未委衡山色，何如对塔峰。曩宵曾宿此，今夕值秋浓。羽族栖烟竹，寒流带月钟。井甘源起异，泉涌渍苔封。,
元日女道士受箓,贾岛,元日更新夜，斋身称净衣。数星连斗出，万里断云飞。霜下磬声在，月高坛影微。立听师语了，左肘系符归。,
喜雍陶至,贾岛,今朝笑语同，几日百忧中。鸟度剑门静，蛮归泸水空。步霜吟菊畔，待月坐林东。且莫孤此兴，勿论穷与通。,
送穆少府知眉州,贾岛,剑门倚青汉，君昔未曾过。日暮行人少，山深异鸟多。猿啼和峡雨，栈尽到江波。一路白云里，飞泉洒薜萝。,
二月晦日留别鄠中友人,贾岛,立马柳花里，别君当酒酣。春风渐向北，云雁不飞南。明晓日初一，今年月又三。鞭羸去暮色，远岳起烟岚。,
送僧归太白山,贾岛,坚冰连夏处，太白接青天。云塞石房路，峰明雨外巅。夜禅临虎穴，寒漱撇龙泉。后会不期日，相逢应信缘。,
内道场僧弘绍,贾岛,麟德燃香请，长安春几回。夜闲同像寂，昼定为吾开。讲罢松根老，经浮海水来。六年双足履，只步院中苔。,
哭张籍,贾岛,精灵归恍惚，石磬韵曾闻。即日是前古，谁人耕此坟。旧游孤棹远，故域九江分。本欲蓬瀛去，餐芝御白云。,
寄长武朱尚书,贾岛,不日即登坛，枪旗一万竿。角吹边月没，鼓绝爆雷残。中国今如此，西荒可取难。白衣思请谒，徒步在长安。,
送康秀才,贾岛,俱为落第年，相识落花前。酒泻两三盏，诗吟十数篇。行岐逢塞雨，嘶马上津船。树影高堂下，回时应有蝉。,
送沈秀才下第东归,贾岛,曲言恶者谁，悦耳如弹丝。直言好者谁，刺耳如长锥。沈生才俊秀，心肠无邪欺。君子忌苟合，择交如求师。毁出疾夫口，腾入礼部闱。下第子不耻，遗才人耻之。东归家室远，掉辔时参差。浙云近吴见，汴柳接楚垂。明年春光别，回首不复疑。,
延康吟,贾岛,寄居延寿里，为与延康邻。不爱延康里，爱此里中人。人非十年故，人非九族亲。人有不朽语，得之烟山春。,
就峰公宿,贾岛,河出鸟宿后，萤火白露中。上人坐不倚，共我论量空。残月华晻暧，远水响玲珑。尔时无了梦，兹宵方未穷。,
处州李使君改任遂州因寄赠,贾岛,庭树几株阴入户，主人何在客闻蝉。钥开原上高楼锁，瓶汲池东古井泉。趁静野禽曾后到，休吟邻叟始安眠。仙都山水谁能忆，西去风涛书满船。,
送集文上人游方,贾岛,来从道陵井，双木溪边会。分首芳草时，远意青天外。此游诣几岳，嵩华衡恒泰。,
送汲鹏,贾岛,淮南卧理后，复逢君姓汲。文采非寻常，志愿期卓立。深江东泛舟，夕阳眺原隰。夏夜言诗会，往往追不及。,
就可公宿,贾岛,十里寻幽寺，寒流数派分。僧同雪夜坐，雁向草堂闻。静语终灯焰，余生许峤云。由来多抱疾，声不达明君。,
题童真上人,贾岛,江上修持积岁年，滩声未拟住潺湲。誓从五十身披衲，便向三千界坐禅。月峡青城那有滞，天台庐岳岂无缘。昨宵忽梦游沧海，万里波涛在目前。,
送觉兴上人归中条山兼谒河中李司空,贾岛,又忆西岩寺，秦原草白时。山寻樵径上，人到雪房迟。暮磬潭泉冻，荒林野烧移。闻师新译偈，说拟对旌麾。,
题青龙寺,贾岛,碣石山人一轴诗，终南山北数人知。拟看青龙寺里月，待无一点夜云时。,
题戴胜,贾岛,星点花冠道士衣，紫阳宫女化身飞。能传上界春消息，若到蓬山莫放归。,
送道者,贾岛,独向山中见，今朝又别离。一心无挂住，万里独何之。到处绝烟火，逢人话古时。此行无弟子，白犬自相随。,
清明日园林寄友人,贾岛,今日清明节，园林胜事偏。晴风吹柳絮，新火起厨烟。杜草开三径，文章忆二贤。几时能命驾，对酒落花前。,清明节
夏夜,贾岛,原寺偏邻近，开门物景澄。磬通多叶罅，月离片云棱。寄宿山中鸟，相寻海畔僧。唯愁秋色至，乍可在炎蒸。,
送友人弃官游江左,贾岛,羡君休作尉，万事且全身。寰海多虞日，江湖独往人。姓名何处变，鸥鸟几时亲。别后吴中使，应须访子真。,
张郎中过原东居,贾岛,年长惟添懒，经旬止掩关。高人餐药后，下马此林间。对坐天将暮，同来客亦闲。几时能重至，水味似深山。,
答王建秘书,贾岛,人皆闻蟋蟀，我独恨蹉跎。白发无心镊，青山去意多。信来漳浦岸，期负洞庭波。时扫高槐影，朝回或恐过。,
过雍秀才居,贾岛,夏木鸟巢边，终南岭色鲜。就凉安坐石，煮茗汲邻泉。钟远清霄半，蜩稀暑雨前。幽斋如葺罢，约我一来眠。,
送朱兵曹回越,贾岛,星彩练中见，澄江岂有泥。潮生垂钓罢，楚尽去樯西。碛鸟辞沙至，山鼯隔水啼。会稽半侵海，涛白禹祠溪。,
逢旧识,贾岛,几岁阻干戈，今朝劝酒歌。羡君无白发，走马过黄河。旧宅兵烧尽，新宫日奏多。妖星还有角，数尺铁重磨。,
让纠曹上乐使君,贾岛,战战复兢兢，犹如履薄冰。虽然叨一掾，还似说三乘。瓶汲南溪水，书来北岳僧。戆愚兼抱疾，权纪不相应。,
送谭远上人,贾岛,下视白云时，山房盖树皮。垂枝松落子，侧顶鹤听棋。清净从沙劫，中终未日欹。金光明本行，同侍出峨嵋。,
酬厉玄,贾岛,我来从北鄙，子省涉西陵。白发初相识，秋山拟共登。邻居帝城雨，会宿御沟冰。未报见贻作，耿然中夜兴。,
送沈鹤,贾岛,家楚婿于秦，携妻云养亲。陆行千里外，风卷一帆新。夜泊疏山雨，秋吟捣药轮。芜城登眺作，才动广陵人。,
酬姚合校书,贾岛,因贫行远道，得见旧交游。美酒易倾尽，好诗难卒酬。公堂朝共到，私第夜相留。不觉入关晚，别来林木秋。,
送独孤马二秀才居明月山读书,贾岛,濯志俱高洁，儒科慕冉颜。家辞临水郡，雨到读书山。栖鸟棕花上，声钟砾阁间。寂寥窗户外，时见一舟还。,
寄毗陵彻公,贾岛,身依吴寺老，黄叶几回看。早讲林霜在，孤禅隙月残。井通潮浪远，钟与角声寒。已有南游约，谁言礼谒难。,
光州王建使君水亭作,贾岛,楚水临轩积，澄鲜一亩余。柳根连岸尽，荷叶出萍初。极浦清相似，幽禽到不虚。夕阳庭际眺，槐雨滴疏疏。,
